itemID,korName,engName,specialRule,nationName
704,꽁치 통조림,Canned saury,"[국내선] 객실, 위탁수하물 반입 가능                          [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 액체 포함 통조림류(참치, 꽁치, 장조림, 깻잎, 후르츠칵테일 등)는 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                         * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flgihts] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. Can foods containing liquid (e.g. tuna, soy sauce meat, perilla leaf, fruit cocktail etc.) are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
707,물엿,Starch syrup,"[국내선] 객실, 위탁수하물 반입 가능                          [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                  * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
710,물총,Water Gun / Squirt Gun,,korea
711,염색약,Hairdye,"[국내선] 개별 용기당 500ml(0.5kg)이하로 1인당 2L(2kg) 이하까지만 객실 및 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                     * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items not exceeding 500ml(0.5kg) per person and up to 2L(2kg) are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs(Liquids, Aerosols and Gels) Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
761,가스 고데기 여분 리필,Gas refill for hair curler,,korea
765,정(정길이 6cm 초과),Burin with a blade longer than 6cm,,korea
770,전기파리채,electric flyswatter,"Cabin and checked baggage is available when the battery is removed (all-in-one products are regarded as battery items, and short-circuit prevention measures are required when transported as checked baggage)",korea
906,연지탄(납탄),Air Gun Pellet,,korea
676,둥근날을 가진 버터칼,Round-bladed butter knife,"· 둥근날을 가진 버터칼, 안전날이 포함된 면도기, 안전면도날, 전기면도기 및 기내식 전용 나이프(항공사 소유에 한함)는 객실반입 가능· Butter knives with round blades, razors with safety blades, safety razor blades, electric razors, and in-flight meal knives (only owned by the airline) are allowed in the cabin.",korea
679,소시지,Sausage,"* 국제선 이용 시 참고사항 : 대부분 해외 국가의 동물검역기관에서 가축전염병 문제로 육가공품에 대한 자국 반입을 제한하고 있음. 도착지 국가 반입 시에 폐기, 반송, 과태료 등 불이익이 따를 수 있어 도착 전 항공기에서 모두 섭취 권장* Notice for using international line : Above items are restricted from bringing in the most of arrival countries by their animal quarantine authority due to infectious diseases in domestic animals. These items including processed meats can be disposed or returned when bringing in the arrival country, and also fine can be charged for it, so it is desirable for you to eat these items in the flight before the arrival.",korea
682,귤,Mandarin,"* 국제선 이용 시 참고사항 : 대부분 해외 국가의 식물검역기관에서 병해충 문제로 자국 반입을 금지하고 있음. 먹다 남은 과일도 도착지 국가 반입 시에 폐기, 반송, 과태료 등 불이익이 따를 수 있어 도착 전 항공기에서 모두 섭취 또는 폐기 바람* Notice for using international line : Above items are prohibited from bringing in the most of arrival countries by their plant quarantine authority due to disease and insect pest. These items including leftover fruits can be disposed or returned when bringing in the arrival country, and also fine can be charged for it, so it is desirable for you to eat or dispose these items in the flight before the arrival.",korea
685,무술 장비,Martial arts equipment,,korea
688,등산용 스틱(등산스틱),Alpenstock,"등산용 스틱을 객실 반입할 경우, 안전 측면에서 배낭에 등산용 스틱의 끝부분(뾰족한 금속 부분)이 아래로 향하게 하거나 안전캡을 장착하여 주시길 바랍니다.If you want to carry the alpenstock into the cabin, please be sure to make the lowest part(pointed metal part) of the alpenstock which was hung on the backpack down or install the safety cap for considering safety.",korea
691,공기 실린더,Air cylinder,"단, 개당 총량 5kg 이하, 의료용인 경우에 한해 항공사 승인 후 객실 및 위탁수하물 반입 가능함Only medical use(each cylinder not excceding 5kg) and the approval of air transport operators are required.",korea
694,한약,Herbal medicines(liquid),"[국내선] 객실, 위탁수하물 반입 가능                          [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용물품이나, 의사처방전이 있는 처방 약품의 경우 비행여정에 적합한 용량은 투명비닐지퍼백 없이 반입 가능                                                                         * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능, 의약품인 경우 의사 처방전 등 관련 증명서를 보안검색요원에게 제시하고 적정하다고 판단되는경우 비행중 필요한 용량에 한해 지퍼백 없이 객실 반입 가능[Domestic flgihts] Items are allowed as carry-on or checked baggage.                                                     [International flights] The same restrictions as domestic flights apply for checked baggage. For controlled liquid-aerosl-gel but prescription medicines with doctor's letters the amount needed by the passenger during the flight may be allowed as carry-on baggage without 1 quart size clear plastic zip top bag.                                                                  * LAGs(Liquids, Aerosols and Gels) Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag. For controlled LAGs but prescreption medicines with doctor's letters the amount needed by the passenger during the flight may be allowed as carry-on or checked baggage without a zip-lock bag.",korea
697,클렌징 로션,Cleansing lotion,"[국내선] 객실, 위탁수하물 반입 가능                           [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                     * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. liquid, aerosol and gel  items are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
700,참치 통조림(참치캔),Canned tuna,"[국내선] 객실, 위탁수하물 반입 가능                          [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 액체 포함 통조림류(참치, 꽁치, 장조림, 깻잎, 후르츠칵테일 등)는 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                         * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flgihts] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. Can foods containing liquid (e.g. tuna, soy sauce meat, perilla leaf, fruit cocktail etc.) are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
702,제도용 콤파스,Drawing compass,,korea
752,김밥,Gimbap,"* 국제선 이용 시 참고사항 : 대부분 해외 국가의 동물검역기관에서 가축전염병 문제로 육가공품에 대한 자국 반입을 제한하고 있음. 햄, 고기가 속재료로 사용된 김밥은 도착지 국가 반입 시에 폐기, 반송, 과태료 등 불이익이 따를 수 있어 도착 전 항공기에서 모두 섭취 권장* Notice for using internatioanl line : Above items consisting of meat or ham are restricted from bringing in the most of arrival countries by their animal quarantine authority due to infectious diseases in domestic animals. These items including processed meats can be disposed or returned when bringing in the arrival country, and also fine can be charged for it, so it is desirable for you to eat these items in the flight before the arrival.",korea
705,설렁탕,Seolleongtang (Ox bone soup),"[국내선] 객실, 위탁수하물 반입 가능                          [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                  * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
709,내복약,Internal medicine,"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거액체·겔·분무류 통제 적용물품이나, 의사처방전이 있는 처방 약품의 경우 비행여정에 적합한 용량은 투명비닐지퍼백 없이 반입 가능* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능, 의약품인 경우 의사 처방전 등 관련 증명서를 보안검색요원에게 제시하고 적정하다고 판단될 경우 비행중 필요한 용량에 한해 객실 반입 가능[Domestic flgihts] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. For controlled liquid-aerosl-gel but prescription medicines with doctor's letters the amount needed by the passenger during the flight may be allowed as carry-on baggage without 1 quart size clear plastic zip top bag.* LAGs(Liquids, Aerosols and Gels) Restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
713,의료용 소독 알코올,Medical uses for rubbing alcohol,"[국내선] 개별 용기당 500ml(0.5kg)이하로 1인당 2L(2kg) 이하까지만 객실 및 위탁수하물 반입 가능 [국제선] 위탁수하물 반입 시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용물품이나 시판 약품의 경우 비행여정에 적합한 용량은 투명비닐지퍼백이 없더라도 객실 허용 가능                                 * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능, 의약품인 경우 의사 처방전 등 관련 증명서를 보안검색요원에게 제시하고 적정하다고 판단될 경우 비행중 필요한 용량에 한해 객실 반입 가능[Domestic flights] Items not exceeding 500ml(0.5kg) per person and up to 2L(2kg) are allowed as carry-on or checked baggage.                                        [International flights] The same restrictions as domestic flights apply for checked baggage.For controlled LAGs(liquids, aerosols and gels) restrictions but comercially available medicine the amount needed by the passenger during the flight may be allowed as carry-on baggage without 1 quart size clear plastic zip top bag.                                                                                             * LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
716,산소 스프레이(스포츠 또는 가정용),Oxygen spray (for sport or home),"항공위험물 운송기술기준에 따라, 1. 개별품목 당 0.5kg 또는 0.5리터를 초과하지 않을 것.  2. 의도치 않게 내용물이 분출되지 않도록 캡을 씌우거나 적절한 보호 장치가 되어 있을 것.  3. 승객 1인당 총 순수량이 2kg 또는 2리터를 초과하지 않을 것.LAGs Restrictions : 1. Not to exceed 0.5 kg or 0.5 liter per individual item.  2. To prevent unintentional ejection of contents, caps or appropriate protection devices should be provided.  3. Total net weight per passenger shall not exceed 2 kg or 2 liters.",korea
719,여분 리튬메탈배터리(리튬 함량 2g 이하),Spare lithium metal battery(not more than 2g of lithium per battery),일반적으로 CR계열의 단추형 리튬배터리를 말함.Generally button cell batteries on CR category.,korea
722,전자장비에 장착된 리튬이온배터리(100Wh 이하),Electronic devices containing lithium ion(not more than 100Wh),"리튬이온배터리는 일반용 또는 의료용에 상관없이 전자장비에 장착되어 있는 경우 100Wh이하인 경우에는 객실, 위탁수하물 반입 가능* Wh(전력) = Ah(전류) x V(전압)** 1mAh = 1/1000AhElectronic devices containing lithium ion batteries not more than 100Wh are permitted irrespective of whether its use for medical or not.* Wh = Ah x V** 1mAh = 1/1000Ah",korea
726,손톱깎이,Nail clipper,"단, 칼날 끝이 뾰족하지 않고 날카롭지 않은 경우 객실 반입 가능If the edge of the blade is not sharp, can be brought into cabin",korea
731,지팡이,Walking stick,,korea
736,감자칼,Potato knife peeler,,korea
741,스크루드라이버(날길이 6cm 초과),Screwdriver with a blade longer than 6cm,,korea
746,네일건,Nail Gun,,korea
749,커터칼날,Cutter blade,,korea
753,막걸리,Makgeolli,"[국내선] 알코올성 음료는 ① 24도(%) 미만인 경우 양의 제한 없이 객실, 위탁수하물 반입 가능, ② 24도(%) 이상 70도(%) 미만인 경우 1인당 5L까지 객실, 위탁수하물 반입 가능, ③ 70도(%) 이상인 경우 객실, 위탁수하물 반입 불가                      [국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용                                                                  * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Alcoholic beverages containing ① less than 24% alcohol by volume, there are no limit on the amount as carry-on or checked baggage, ② more than 24% but not more than 70% alcohol by volume are allowed only 5 liters as carry-on or checked baggage, ③ more than 70% alcohol by volume must not be carried.                                                 [International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Security Act.                                            * LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
911,부탄가스,Butane gas,,korea
712,갈치액젓,Hairtail aekjeot,"[국내선] 객실, 위탁수하물 반입 가능[국제선] 위탁수하물 반입시 국내선 규정과 동일, 객실 반입시 액체 포함 음식물은 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용* 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage. Foods containing liquid are carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag. For controlled LAGs but comercially available medicine the amount needed by the passenger during the flight may be allowed as carry-on or checked baggage without a zip-lock bag.",korea
715,의료용 여분 리튬메탈배터리(리튬 함량 2g 초과~8g 이하),Spare lithium metal battery for medical electronic devices(exceeding 2g but not exceeing 8g of lithium per battery),"의료용 전자장비(AED, CPAP 등)에 사용되는 여분의 리튬메탈배터리에 한해 리튬 함량 2g~8g이하 까지 항공사의 승인을 받아 객실 반입 가능                                           * 일반 전자장비에 사용되는 리튬 함량 2g 초과하는 여분의 리튬메탈배터리의 경우에는 객실, 위탁수하물 반입 불가It's possible to carry-on spare lithium metal batteries (exceeding 2g  but not more than 8g of lithium) containing the medical electronic devices(AED, CPAP, etc.) * It's possible to carry-on or checked baggage exceeding 2g but not exceeding 8g lithium containing medical devices(AED, CPAP, etc.), and the approval of the airline is also required.",korea
718,유산균음료,Yogurt beverage,"[국내선] 객실, 위탁수하물 반입 가능                           [국제선] 위탁수하물 반입 시 국내선 규정과 동일, 객실 반입시 항공보안법 제14조제5항에 의거 액체·겔·분무류 통제 적용물품이나 유아를 동반할 경우 유아용 우유, 물, 주스, 모유, 액체·겔·죽 형태의 음식은 100ml 이상이라도 비행여정에 적합한 용량은 허용됨                                                                   * 액체·겔·분무류 통제 : 객실 반입(국제선에 한함)할 경우 개별 용기당 100ml 이하로 1인당 1L 투명비닐지퍼백 1개에 한해 반입 가능[Domestic flights] Items are allowed as carry-on or checked baggage.[International flights] The same restrictions as domestic flights apply for checked baggage but the above item is carried hand baggage should comply with LAGs restrictions in accordance with Article 14, Section 5 of Aviation Secuiryt Act. When travelling with a baby you are allowed baby formula and food are allowed in excess 100ml in resanable quantities.* LAGs restrictions : International bound passenger, you may carry LAGs in your carry-on bags only if they please place 3.4oz(100m,g) bottles or less (by volume), 1 quart size clear plastic zip top bag.",korea
721,리튬 폴리머 배터리,Lithium polymer battery,"상기 물품은 리튬이온배터리의 한 종류로 리튬이온배터리 반입기준에 따름It's one of Lithium ion batteries, comply with lithium ion battery carrying in standards.",korea
